,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code,model,location
177,5.09,24.23,5.07,17.84,14.8,75.2,11.95,8.74,49.86,8.62,5.09,29.06,5.5,-0.75,167.06,1.55,1.18,28.79,-433408.55,40.94,0.0,59.06,0.0,179.06,69.33,67.62,0.0,65.0,69.88,64.04,263.87,33.13,-7.71,-17.69,5.36,-0.62,0.51,0.0,0.57,258040.0,62519.0,38200.0,497.0,-776.0,37423.0,31296.0,28224.0,32585.0,-19103.0,605686.0,355706.0,247981.0,229089.0,357933.0,8.88,3.85,70.14,2.38,0.85,0.42,113.37,636.49,0.72,375.1,0.13,0.05,1.06,0.13,14.22,2449,0,9
178,2.41,34.21,2.4,18.26,14.64,65.1,12.71,3.54,14.39,3.5,2.41,25.8,14.22,3.85,234.14,2.48,2.01,101.73,3271.45,31.3,0.05,68.7,1.73,145.27,45.56,63.63,2.45,78.63,65.23,34.87,392.19,23.24,1.38,8.66,30.28,15.77,0.15,1.38,0.18,101425.0,34697.0,14845.0,597.0,-26.0,14819.0,13029.0,11445.0,15223.0,-2962.0,535518.0,295531.0,167628.0,119048.0,367853.0,4.18,1.26,214.06,1.17,0.91,0.19,231.56,1430.84,0.33,806.69,0.15,0.03,1.18,0.09,12.79,2446,0,9
179,7.72,22.32,8.51,17.44,14.81,76.96,12.89,17.43,30.63,17.34,7.72,24.65,6.58,0.11,151.89,1.22,0.95,18.06,1719.35,55.48,0.43,44.52,4.53,274.57,124.63,85.82,9.23,60.56,94.54,116.78,186.1,0.0,1.07,-0.76,15.8,18.42,0.31,2.03,0.04,1626259.0,362908.0,240823.0,2165.0,-1896.0,238927.0,209932.0,126064.0,201505.0,37021.0,2715866.0,1572871.0,1506835.0,1289067.0,1204119.0,19.18,2.42,111.38,4.15,0.75,0.66,65.0,409.09,1.16,233.44,0.12,0.07,0.96,0.13,15.63,2600,0,9
180,3.63,10.75,3.65,6.65,6.2,88.94,4.8,6.17,23.33,6.47,3.63,39.81,5.01,2.41,171.41,1.34,1.16,41.02,778.56,43.83,0.8,56.17,9.05,332.89,78.02,85.24,13.87,78.74,98.98,75.04,230.85,11.18,46.94,-2.52,8.55,1.76,0.22,2.49,0.27,349906.0,37614.0,21678.0,262.0,266.0,21945.0,15356.0,7625.0,50136.0,8518.0,461845.0,205067.0,202408.0,152894.0,248905.0,6.28,5.58,48.43,10.16,0.85,0.76,26.58,354.84,1.68,160.81,0.14,0.11,2.99,0.25,32.79,2115,0,29
181,12.38,60.31,13.05,85.82,42.81,38.7,37.96,15.93,65.52,15.87,12.38,60.2,11.7,2.94,136.73,4.02,3.47,121.45,-6033.95,22.02,0.24607142857142864,77.98,4.5126020408163265,3515.59,28.24,69.94943877551019,7.909336734693871,33.06,15.51,28.06,295.89382653061216,2.02,33.97,66.5,26.07,26.01,0.66,3.85,-0.05,22826.0,13766.0,9772.0,2273.071729957806,296.0,10068.0,8682.0,8365.0,2091.0,-2890.0,69993.0,61527.0,15415.0,15316.0,54498.0,17.06,0.81,331.57,1.14,22.71,0.59,237.34,611.93,0.38,706.44,0.09,0.03,0.24,0.14,13.65,2972,0,9
182,6.12,25.09,7.97,9.59,8.26,74.77,6.98,8.6,179.68,8.6,6.12,24.92,11.94,5.54,301.13,3.44,2.86,92.28,-4193.65,28.9,0.01,71.1,0.23,2218.17,40.65,33.49,0.72,75.7,9.39,38.2,153.81,2.98,4.9,-15.68,316.77,102.88,2.07,9.0,-3.22,353222.0,88623.0,29158.0,1357.0,272.0,29431.0,24472.0,21434.0,-956.0,50756.0,403174.0,376270.0,116521.0,109495.0,284650.0,13.72,6.67,40.48,3.92,18.4,1.14,68.93,236.47,1.24,218.41,-0.0,-0.0,-0.04,-0.01,-0.87,2955,0,5
183,-0.5,18.46,-0.51,-2.9,-2.78,80.91,-1.93,1.47,-3.27,-1.05,-0.5,35.88,15.12,-18.92,-658.47,1.14,0.69,29.84,34.82,52.1,1.04,47.9,5.51,1070.21,108.78,108.29,10.31,86.68,120.74,88.53,231.27,7.37,0.52,-153.86,-2.45,6.98,0.04,1.34,0.0,222377.0,41040.0,-6178.0,1234.0,-55.0,-6233.0,5049.0,-4542.0,4970.0,-20714.0,855586.0,360808.0,445793.0,315678.0,342628.0,1.46,2.74,98.58,1.37,1.49,0.27,197.56,1012.75,0.61,444.81,0.02,0.01,0.0,0.01,1.57,600460,0,29
184,2.05,21.57,2.13,4.29,3.72,78.07,3.63,6.04,55.11,5.98,2.05,20.55,8.34,24.07,579.99,1.24,0.7,10.72,614.59,65.73,0.12,34.27,1.72,449.41,191.77,63.59,4.78,51.31,66.78,186.91,152.74,7.96,2.32,-4.95,-4.66,5.07,0.53,11.14,-2.42,1777481.0,383326.0,66091.0,15905.0,0.0,66091.0,61945.0,59752.0,-346503.0,-176168.0,3148389.0,2427778.0,2069312.0,1962741.0,1025498.0,5.67,2.04,132.58,1.35,4.78,0.59,199.78,460.99,0.74,362.66,-0.19,-0.11,-5.37,-0.17,-17.65,600498,0,26
185,-5.3,-11.13,-4.79,-34.02,-51.44,110.42,-40.48,-16.73,-66.99,-16.73,-5.3,-2.87,28.61,-8.21,23.42,1.24,0.93,4.55,-352.91,68.34,0.24607142857142864,31.66,4.5126020408163265,249.47,215.83,69.94943877551019,7.909336734693871,77.72,54.82,209.86,295.89382653061216,13.24,-91.28,-325.17,-23.48,-22.87,-0.67,5.43,-2.09,49681.0,-5531.0,-25556.0,140.0,1938.0,-23618.0,-20108.0,-26315.0,-1055.0,251.0,379566.0,313683.0,259385.0,252206.0,120181.0,-15.44,0.35,781.02,0.6,0.93,0.12,449.18,2278.48,0.14,1925.82,-0.02,-0.0,-2.3,-0.0,-0.42,603996,0,29
186,0.25,20.97,0.24,1.18,1.12,78.43,0.96,0.27,2.42,0.33,0.25,22.42,19.57,3.87,1800.81,1.35,1.02,22.27,147.59,25.15,0.01,74.85,0.06,409.79,33.6,94.1,0.08,61.7,92.53,30.53,364.84,17.62,19.27,-81.94,5.59,9.3,0.02,4.0,0.28,44127.0,9251.0,494.0,2.0,20.0,514.0,337.0,-254.0,4422.0,-2016.0,170463.0,52406.0,42869.0,38950.0,125934.0,0.27,1.55,174.27,2.84,0.93,0.25,94.99,1066.35,0.77,349.42,0.1,0.03,10.39,0.1,11.35,2806,0,9
187,1.51,4.85,1.69,1.52,1.41,95.01,1.51,5.4,26.21,6.25,1.51,5.23,6.59,132.28,313.41,1.13,0.86,29.18,211.47,75.78,0.58,24.22,4.35,428.11,312.87,120.78,15.23,54.05,142.47,257.22,155.96,6.05,40.05,8.94,6.92,32.45,0.19,3.33,0.71,4168125.0,202350.0,58742.0,79586.0,5822.0,64563.0,45049.0,-104631.0,-257258.0,270632.0,4166850.0,2728928.0,3157599.0,2414694.0,833487.0,5.4,8.47,31.88,6.62,10.89,1.12,40.77,241.78,1.7,159.13,-0.06,-0.06,-4.08,-0.08,-10.65,16,0,9
188,0.97,19.79,1.07,5.6,5.2,79.0,4.28,1.81,5.37,1.69,0.97,21.74,12.77,8.77,379.78,1.75,1.63,104.03,239.68,42.45,0.17,57.55,4.69,313.37,73.76,56.57,7.54,41.54,61.19,72.56,234.15,18.7,-3.33,-34.73,40.21,28.22,0.06,2.47,0.04,121006.0,23947.0,6290.0,538.0,15.0,6305.0,5546.0,4982.0,21293.0,27571.0,531973.0,344649.0,225825.0,197189.0,307204.0,2.04,2.74,98.42,4.78,0.73,0.25,56.44,1082.6,0.39,697.31,0.18,0.04,4.11,0.09,10.8,600360,0,19
189,1.04,12.72,1.13,3.79,3.68,86.26,3.73,2.9,12.52,2.85,1.04,13.87,11.92,59.62,338.72,1.2,0.99,55.92,164.95,63.64,2.65,36.36,21.39,102.32,175.02,90.07,37.04,63.29,143.06,168.57,159.59,35.62,-0.19,-13.79,23.48,14.14,0.14,6.98,-0.47,348004.0,44282.0,12804.0,7526.0,269.0,13073.0,12936.0,6988.0,-8978.0,78579.0,1251196.0,600340.0,796254.0,499244.0,446203.0,3.31,9.79,27.58,3.09,0.51,0.3,87.33,889.91,0.66,407.06,-0.03,-0.01,-0.69,-0.01,-1.8,600888,0,15
190,1.44,14.98,1.45,4.28,4.06,84.65,2.95,2.96,5.74,2.24,1.44,26.94,10.32,0.27,367.13,2.22,1.75,36.08,-5685.05,35.59,0.0,64.41,0.0,618.71,55.27,23.51,0.0,72.54,34.71,54.26,178.59,0.0,45.45,45.77,1.36,-11.59,0.07,1.36,0.11,97962.0,14676.0,3979.0,-7.0,18.0,3998.0,3468.0,3508.0,-16012.0,-27975.0,200783.0,155897.0,71467.0,70167.0,117073.0,2.98,1.28,211.6,2.97,1.19,0.49,90.85,548.56,0.63,427.08,-0.16,-0.08,-5.54,-0.22,-22.82,2388,0,9
191,5.68,35.11,5.99,21.47,16.23,64.17,14.6,8.8,59.9,8.74,5.68,33.63,10.69,0.87,216.41,3.08,2.47,55.49,3247.04,35.04,0.01,64.96,0.45,124.55,53.95,60.6,0.69,52.57,61.02,30.82,448.88,41.04,45.48,26.15,10.47,18.42,0.6,1.29,0.39,248901.0,87393.0,40389.0,357.0,-5.0,40383.0,36508.0,37474.0,-23870.0,-38702.0,640112.0,386398.0,224314.0,125268.0,414980.0,9.17,1.8,149.92,2.05,0.67,0.41,131.89,657.73,0.68,394.28,-0.1,-0.04,-0.66,-0.11,-19.06,2049,0,6
192,8.59,28.15,10.22,11.58,10.02,71.37,7.75,16.8,163.29,16.85,8.59,29.16,15.16,-18.74,279.5,2.06,1.67,128.67,-2746.14,49.0,0.01,51.0,0.41,614.66,96.06,28.26,0.8,86.38,28.49,81.98,229.18,6.97,6.72,747.53,22.17,18.35,1.81,6.29,1.17,1685531.0,474551.0,168926.0,-32679.0,860.0,169786.0,130061.0,110740.0,233255.0,410946.0,1520407.0,1299452.0,744937.0,629472.0,774320.0,29.35,36.46,7.41,4.86,15.01,1.32,55.6,204.7,1.57,172.47,0.14,0.15,1.79,0.31,37.06,688036,0,9
193,-3.32,14.19,-3.37,-9.8,-10.3,84.98,-11.28,-13.23,-17.16,-13.24,-3.32,14.75,19.05,-0.0,-138.1,0.79,0.44,13.03,-128.81,74.9,-0.47,25.1,6.37,78.82,298.46,151.63,20.24,55.3,190.1,288.07,136.96,35.15,0.42,-1327.62,-0.05,-2.23,-0.17,1.96,0.01,333849.0,47386.0,-34397.0,-82.0,84.0,-34313.0,-37491.0,-38659.0,11620.0,-51452.0,1133939.0,592946.0,849361.0,747561.0,283400.0,-12.31,2.18,123.58,1.34,0.55,0.3,201.99,904.52,0.58,468.83,0.03,0.01,11.4,0.01,1.55,600601,0,2
194,5.38,15.25,6.61,7.89,6.97,84.27,6.0,14.72,78.11,14.72,5.38,15.31,3.55,-2.22,218.71,1.37,0.89,29.62,-696.59,63.44,0.21,36.56,4.55,246.95,173.51,47.4,11.07,82.67,53.31,173.49,151.99,16.82,58.89,23.9,25.06,35.71,0.78,4.82,-0.74,162865.0,24831.0,11348.0,-257.0,6.0,11353.0,9765.0,10425.0,8228.0,6239.0,181436.0,146074.0,115100.0,106823.0,66336.0,15.86,4.22,64.01,3.47,3.74,1.1,77.71,245.08,1.41,190.83,0.05,0.05,0.84,0.07,7.7,300793,0,9
195,10.41,42.44,11.56,16.93,13.12,56.6,11.39,20.36,36.65585774058576,27.11,13.94,42.09,20.13,-0.93,322.73,1.91,1.43,45.11,80840.26,48.57,0.24607142857142864,51.43,4.5126020408163265,671.38,94.43,69.94943877551019,7.909336734693871,68.45,30.52,85.94,295.89382653061216,7.66,39.03,93.25,68.57,47.04,1.7,7.88,0.68,98786.0,41926.0,12956.0,-155.0,35.0,12991.0,11016.0,9662.0,8057.0,2266.0,108017.0,91061.0,52460.0,47744.0,54106.0,22.68,3.49,77.41,2.85,1.69,1.02,94.8,265.91,1.21,223.42,0.08,0.07,0.72,0.15,16.88,2970,0,9
196,6.56,40.36,6.75,15.24,11.83,59.03,11.14,13.29,61.07,12.7,6.56,33.83,18.39,1.17,339.38,1.75,1.43,33.34,-2385.2,48.38,0.02,51.62,0.55,343.64,93.71,41.32,1.06,81.22,41.77,87.81,217.4,13.97,9.3,16.14,23.59,19.24,0.64,4.59,0.47,1642824.0,663003.0,194361.0,1292.0,996.0,195357.0,187735.0,172952.0,-53824.0,-70307.0,2792015.0,2190027.0,1350663.0,1250190.0,1413031.0,13.99,1.51,179.4,2.74,0.95,0.61,98.72,445.99,0.76,354.84,-0.03,-0.02,-0.29,-0.04,-4.31,2236,0,29
197,2.28,35.44,2.32,8.22,7.16,64.07,5.06,12.6,80.05,9.24,2.28,63.4,22.23,0.41,496.69,0.77,0.57,23.67,299.53,75.36,-2.26,24.64,20.97,396.2,305.87,151.33,45.98,86.14,280.15,248.48,131.02,15.7,5.86,136.09,21.31,4.52,0.67,1.21,0.23,1682533.0,596232.0,120444.0,893.0,-404.0,120040.0,70356.0,62637.0,90569.0,-1606.0,3741109.0,1158779.0,2819349.0,1505698.0,558400.0,13.19,6.09,44.31,3.8,0.74,0.46,71.14,589.91,1.53,176.72,0.05,0.02,1.06,0.03,6.02,2180,0,9
198,1.56,17.96,1.46,3.95,4.1,81.59,3.31,2.47,6.23,2.46,1.56,32.56,9.11,46.78,499.15,1.51,1.23,28.28,7560.95,36.53,0.21,63.47,3.24,678.52,57.55,81.35,4.86,71.01,85.51,52.7,287.67,0.0,-11.72,-66.28,2.77,-12.36,0.06,3.34,0.6,100632.0,18070.0,4128.0,2202.0,-508.0,3620.0,3347.0,858.0,14859.0,-5442.0,213533.0,97634.0,77996.0,64507.0,135352.0,2.48,2.19,123.28,4.09,1.21,0.44,65.99,610.03,0.88,308.15,0.15,0.07,4.46,0.19,23.04,300241,0,9
199,2.7,16.59,2.77,6.82,6.27,83.1,5.42,9.75,55.22,9.71,2.7,34.05,8.59,2.14,264.49,0.94,0.68,16.03,291.51,72.25,-3.25,27.75,10.27,129.07,260.31,121.92,27.01,78.98,167.05,241.65,147.41,43.22,22.09,30.83,9.64,5.55,0.55,1.87,0.13,1636851.0,271574.0,102680.0,2195.0,-1.0,102679.0,88827.0,69334.0,130162.0,-14919.0,3290782.0,1765120.0,2377461.0,1869062.0,911377.0,10.07,2.4,112.38,3.02,0.92,0.51,89.32,528.17,0.97,278.78,0.08,0.04,1.47,0.05,6.96,2384,0,3
200,3.57,35.1,3.44,11.59,8.17,63.67,8.86,3.96,13.07,3.96,3.57,37.66,21.0,37.94,352.62,8.17,5.41,239.29,-2195.71,9.9,0.24607142857142864,90.1,4.5126020408163265,358.95,10.99,69.94943877551019,7.909336734693871,56.17,31.06,9.78,295.89382653061216,25.16,1.8,-20.65,-6.05,-5.76,0.13,3.95,-0.08,18389.0,6455.0,1502.0,366.0,328.0,1831.0,1629.0,948.0,3257.0,931.0,45680.0,32896.0,4524.0,4025.0,41156.0,3.78,22.43,12.04,1.05,1.03,0.39,257.34,694.62,0.54,502.61,0.18,0.07,2.0,0.72,80.92,2888,0,9
201,0.54,14.6,0.54,1.36,0.92,85.02,0.98,0.97,4.66,0.91,0.54,15.01,8.62,35.65,1141.08,1.85,1.4,41.14,881.15,40.52,0.02,59.48,0.5,330.81,68.12,46.78,1.14,71.09,42.18,67.98,170.87,18.44,-13.95,-34.74,1.58,-1.24,0.05,5.4,0.13,99730.0,14558.0,922.0,101.0,354.0,1276.0,1033.0,458.0,17748.0,8966.0,180186.0,134981.0,73012.0,72855.0,106420.0,0.97,1.98,136.1,2.61,2.21,0.55,103.27,487.36,0.72,372.47,0.18,0.1,18.12,0.24,24.36,2902,0,9
202,4.74,37.33,4.62,26.19,20.17,61.71,18.15,6.4,14.46,6.39,4.74,23.13,13.99,8.57,185.93,2.63,2.05,15.93,4432.23,25.76,0.0,74.24,0.0,254.21,34.7,52.21,0.0,56.36,49.39,32.46,181.44,0.0,-19.25,25.34,-32.0,-31.58,0.14,0.0,0.11,89705.0,33489.0,18093.0,1625.0,-82.0,18011.0,16282.0,12276.0,27528.0,-9881.0,343489.0,217558.0,88491.0,82778.0,254248.0,4.74,1.31,206.45,1.17,1.08,0.25,230.75,1061.74,0.38,712.21,0.31,0.08,1.69,0.31,33.26,2519,0,3
203,-0.1,12.5,-0.1,-1.09,-1.13,87.09,-0.25,-0.45,-1.32,-0.23,-0.1,16.26,6.9,-9.71,-1213.07,0.83,0.59,23.63,59.63,58.88,-0.42,41.12,3.04,38.8,143.18,143.83,6.89,66.83,154.47,113.91,210.05,0.0,10.48,-108.44,-1.2,15.96,-0.02,1.52,1.21,605451.0,75679.0,-6814.0,31.0,575.0,-6239.0,-2733.0,-11718.0,73537.0,15484.0,1572364.0,573548.0,925773.0,688708.0,608130.0,-0.45,3.24,83.37,3.49,0.61,0.41,77.39,662.09,1.15,234.78,0.12,0.05,4.71,0.08,10.68,2156,0,3
204,-10.4,-31.15,-9.91,-53.28,-84.19,129.81,-84.09,-22.48,-67.27,-22.27,-10.4,-31.97,26.54,1.83,37.07,0.83,0.51,31.32,-363.38,53.3,-7.56,46.7,24.97,69.46,114.13,116.58,34.84,77.58,178.9,95.76,212.7,69.58,2.01,-2700.42,-12.71,-7.2,-0.4,1.28,0.48,362342.0,-112859.0,-305073.0,-6222.0,647.0,-304426.0,-179707.0,-183406.0,31010.0,-42384.0,2929234.0,481860.0,1561242.0,578650.0,799421.0,-20.2,4.2,64.26,2.44,0.11,0.12,110.53,2290.08,0.67,405.04,0.09,0.01,11.74,0.02,5.36,727,0,3
205,0.68,23.35,0.66,5.87,5.18,74.77,4.67,0.73,1.16,0.73,0.68,27.35,13.7,57.74,440.29,9.74,9.48,470.51,-11.14,7.39,0.49,92.61,10.34,170.15,7.98,57.57,20.99,81.77,38.58,7.12,156.27,22.88,-24.11,23.34,-2.56,-6.48,0.01,1.97,0.57,7487.0,1748.0,388.0,220.0,9.0,397.0,350.0,342.0,4432.0,-428.0,51400.0,33034.0,3799.0,3392.0,47602.0,0.72,1.01,267.12,5.42,0.74,0.14,49.81,1897.4,0.22,1212.39,0.59,0.09,12.67,1.17,130.67,300211,0,3
206,2.25,30.71,2.29,10.34,8.57,69.2,7.92,2.9,21.55,2.9,2.25,31.01,13.61,21.19,358.07,4.42,2.91,35.48,-4102.84,22.44,0.24607142857142864,77.56,4.5126020408163265,3986.23,28.93,69.94943877551019,7.909336734693871,28.05,7.62,27.45,295.89382653061216,1.96,2.58,7.18,6.5,6.92,0.22,7.93,0.39,43513.0,13361.0,3730.0,789.0,1.0,3731.0,3447.0,2535.0,-14905.0,-39644.0,153519.0,144445.0,34448.0,32689.0,119071.0,2.89,1.33,202.84,0.77,11.81,0.29,351.15,934.26,0.3,886.7,-0.34,-0.1,-4.32,-0.43,-45.6,2935,0,24
207,-40.6,46.55,-29.22,-253.26,-101.54,51.63,-359.24,15.15,-35.25,70.28,-40.6,13.53,85.95,69.08,-13.19,0.29,0.29,3.28,-732.51,202.04,-0.21,-102.04,20.62,91.02,-198.0,-73.06,-25.33,66.59,-58.29,-157.02,61.5,50.02,-40.96,102.11,-3614.81,-63.38,-0.34,1.11,0.0,46364.0,21582.0,-47078.0,3529.0,-116597.0,-163675.0,-159466.0,-45788.0,3636.0,-1078.0,410213.0,166216.0,828780.0,572647.0,-413575.0,15.95,0.79,340.52,50.19,0.98,0.08,5.38,3321.03,0.27,1009.72,0.08,0.01,0.0,0.0,0.63,600401,0,3
208,5.93,21.52,6.07,14.18,11.84,78.0,9.82,9.17,73.65,9.17,5.93,19.95,5.01,1.33,181.75,1.68,1.43,66.08,-1164.38,35.39,0.31,64.61,6.33,231.5,54.76,66.65,10.28,47.69,63.83,54.13,219.11,30.8,0.4,8.97,11.67,9.08,0.74,6.0,1.25,1733744.0,373018.0,205297.0,2802.0,-64.0,205233.0,170228.0,159567.0,240804.0,355.0,2872104.0,1687601.0,1016296.0,1004567.0,1855807.0,9.38,3.0,90.05,5.67,1.21,0.62,47.62,436.61,1.04,259.47,0.14,0.08,1.41,0.24,23.97,2938,0,9
209,7.55,45.75,7.32,27.97,19.45,53.53,16.37,9.62,56.82,9.62,7.55,43.81,15.34,0.5,235.02,4.18,3.33,162.39,-1042.06,21.49,0.24607142857142864,78.51,4.5126020408163265,4205.93,27.38,69.94943877551019,7.909336734693871,55.39,16.84,26.45,295.89382653061216,1.77,32.74,32.02,17.47,-19.6,0.57,7.46,-0.94,47438.0,21701.0,9229.0,41.0,5.0,9234.0,7763.0,7307.0,-7938.0,-7285.0,102842.0,89245.0,22104.0,21356.0,80738.0,9.99,1.9,142.23,1.2,17.61,0.45,224.72,603.35,0.51,532.44,-0.17,-0.08,-1.02,-0.36,-37.17,300546,0,9
210,2.57,27.73,2.83,10.21,8.03,71.59,8.52,3.36,35.8,3.86,2.57,31.47,18.25,30.98,300.04,2.47,2.17,27.09,1240.79,33.44,0.24607142857142864,66.56,4.5126020408163265,616.7,50.23,69.94943877551019,7.909336734693871,68.1,26.23,50.21,295.89382653061216,9.92,14.27,81.4,10.66,43.5,0.29,4.31,0.6,28829.0,7993.0,2314.0,475.0,350.0,2664.0,1994.0,796.0,7832.0,1627.0,95733.0,79018.0,32009.0,31996.0,59387.0,3.42,1.04,259.89,2.12,0.69,0.33,127.66,813.74,0.41,664.86,0.27,0.08,3.19,0.24,24.48,300710,0,29
211,8.51,24.99,9.27,15.99,13.24,74.34,11.33,19.66,255.7,19.66,8.51,25.84,6.98,-0.93,190.56,0.98,0.69,7.17,2138.58,56.7,-10.48,43.3,9.16,76.94,130.95,106.77,17.46,68.77,129.36,124.76,179.73,54.65,43.5,83.16,26.12,26.04,2.58,5.52,2.61,765805.0,191358.0,101397.0,38.0,-976.0,100421.0,86737.0,82501.0,84446.0,-32512.0,1019244.0,448342.0,577912.0,457249.0,441161.0,21.38,4.12,65.52,4.28,0.74,0.82,63.04,329.95,1.77,152.66,0.11,0.08,0.97,0.15,18.47,2916,0,9
212,0.71,36.1,0.7,0.91,0.58,63.24,2.54,2.02,3.69,1.44,0.71,34.9,29.51,-51.02,4231.03,1.06,0.89,34.85,115.72,50.84,2.99,49.16,7.53,187.85,103.4,97.03,13.28,82.66,111.89,101.7,197.23,27.48,-10.0,-73.95,2.32,0.7,0.05,3.08,-0.14,34554.0,12473.0,201.0,-244.0,94.0,295.0,1208.0,759.0,1077.0,-10820.0,124019.0,55798.0,63045.0,52674.0,59789.0,2.06,2.24,120.61,2.21,0.69,0.27,122.33,985.04,0.58,462.01,0.03,0.01,1.23,0.02,2.04,300647,0,9
213,5.64,24.46,5.75,15.65,13.06,75.09,11.07,7.28,46.59,7.28,5.64,25.57,7.92,-0.0,187.22,2.71,1.97,28.44,6164.2,22.57,0.24607142857142864,77.43,4.5126020408163265,223.45,29.14,69.94943877551019,7.909336734693871,63.8,58.77,25.98,295.89382653061216,34.91,21.87,11.13,8.17,6.5,0.47,4.51,0.64,33673.0,8236.0,4399.0,2273.071729957806,-0.0,4399.0,3727.0,3579.0,2724.0,-2374.0,66130.0,36038.0,14923.0,13305.0,51201.0,7.48,2.16,124.91,2.7,0.91,0.52,99.82,519.33,0.97,277.75,0.08,0.04,0.73,0.18,20.47,300563,0,3
214,5.34,49.36,5.28,19.15,11.31,49.65,13.19,8.04,59.9,8.1,5.34,47.48,21.96,16.88,355.02,2.59,1.75,35.27,1603.96,34.02,0.16,65.98,7.02,1456.69,51.57,41.91,9.61,62.21,46.37,51.29,289.68,3.09,27.18,231.78,26.86,20.02,0.59,7.27,-1.42,23093.0,11398.0,2611.0,-58.0,599.0,3211.0,3021.0,1807.0,-5576.0,-11118.0,56997.0,39560.0,19392.0,15287.0,37576.0,8.38,1.38,196.04,1.21,45.28,1.25,222.96,287.36,0.55,489.84,-0.24,-0.1,-1.83,-0.29,-36.48,300807,0,12
215,9.33,46.92,10.2,38.82,24.72,52.46,22.39,11.96,115.59,11.85,9.33,47.67,10.65,27.05,189.64,4.73,4.1,78.07,-2913.98,21.21,0.24607142857142864,78.79,4.5126020408163265,5441.39,26.93,69.94943877551019,7.909336734693871,46.31,22.08,22.16,295.89382653061216,1.44,22.74,65.57,22.52,24.96,1.16,5.84,1.73,53404.0,25056.0,13204.0,3566.0,8.0,13212.0,11991.0,11420.0,10802.0,-5127.0,128099.0,105812.0,27175.0,22368.0,100289.0,12.83,9.2,29.36,2.29,17.71,0.46,118.09,592.37,0.55,491.36,0.2,0.08,0.9,0.4,48.29,300661,0,5
216,0.55,12.91,0.53,2.14,1.99,86.52,1.81,1.91,5.48,1.91,0.55,15.9,7.25,0.2,640.85,1.03,0.84,16.22,167.07,71.08,7.89,28.92,12.73,74.97,245.73,113.71,30.56,92.89,163.76,220.4,154.16,36.18,107.97,-442.93,21.39,-13.15,0.05,2.85,0.59,78786.0,10173.0,1567.0,-17.0,20.0,1587.0,1423.0,-1789.0,33607.0,-8261.0,258158.0,135880.0,183487.0,131714.0,74671.0,1.94,2.59,104.22,2.99,0.52,0.3,90.4,912.16,0.59,460.52,0.43,0.13,23.62,0.18,25.52,300708,0,3
217,0.2,24.71,0.19,1.22,0.05,74.02,0.88,0.39,0.77,0.24,0.2,26.12,17.89,258.57,2175.83,4.67,4.18,28.89,161.04,17.43,0.11,82.57,5.19,695.76,21.11,28.63,8.27,80.67,24.55,20.67,232.23,11.64,-28.96,-86.98,0.28,-4.68,0.01,3.04,-0.25,17384.0,4296.0,8.0,321.0,189.0,197.0,249.0,-98.0,885.0,1122.0,77755.0,61991.0,13553.0,13273.0,63711.0,0.39,0.47,579.03,1.89,1.28,0.22,143.18,1241.95,0.27,1000.0,0.05,0.01,5.77,0.07,6.67,300555,0,3
218,6.57,34.94,6.68,20.02,15.18,64.72,13.12,8.73,81.56,8.73,6.57,36.53,10.63,-0.06,230.65,3.69,2.55,116.81,-721.57,24.84,0.24607142857142864,75.16,4.5126020408163265,1096.3,33.04,69.94943877551019,7.909336734693871,72.89,18.34,31.13,295.89382653061216,7.07,-14.03,-18.61,79.07,45.33,0.82,9.34,0.0,43060.0,15047.0,6536.0,9.0,-13.0,6524.0,5650.0,4291.0,-39.0,-9039.0,86063.0,74200.0,21376.0,20134.0,64687.0,9.13,2.34,115.49,1.14,5.17,0.51,237.7,530.66,0.58,462.57,-0.0,-0.0,-0.01,-0.0,-0.19,688025,0,9
